CustomerID,SubscriptionDuration,PaymentFrequency,UsageFrequency,CustomerSupportInteractions,Churn
57602,32,annually,daily,17,0
57603,8,monthly,monthly,20,0
57604,29,monthly,weekly,6,0
57605,13,monthly,weekly,5,0
57606,26,monthly,monthly,2,0
57607,20,monthly,monthly,2,0
57608,22,annually,daily,3,0
57609,30,monthly,daily,1,0
57610,33,annually,monthly,13,0
57611,31,monthly,weekly,14,0
57612,9,annually,monthly,5,0
57613,13,monthly,daily,4,0
57614,28,annually,daily,5,0
57615,32,monthly,monthly,28,1
57616,16,annually,monthly,22,0
57617,21,monthly,monthly,5,1
57618,1,monthly,weekly,29,0
57619,32,monthly,weekly,11,0
57620,35,monthly,weekly,21,0
57621,4,monthly,daily,24,0
57622,31,monthly,weekly,25,0
57623,22,monthly,monthly,22,0
57624,13,annually,weekly,10,0
57625,4,annually,daily,24,1
57626,2,annually,monthly,18,1
57627,27,annually,weekly,28,0
57628,25,monthly,weekly,21,0
57629,12,annually,daily,22,0
57630,35,monthly,daily,19,0
57631,30,monthly,weekly,17,0
57632,5,monthly,weekly,26,0
57633,6,annually,weekly,26,1
57634,8,monthly,monthly,12,0
57635,31,annually,daily,21,0
57636,10,annually,weekly,6,0
57637,31,monthly,monthly,10,1
57638,22,annually,monthly,14,0
57639,10,monthly,daily,3,0
57640,21,annually,daily,7,0
57641,31,annually,weekly,18,0
57642,3,annually,monthly,23,0
57643,30,monthly,monthly,15,0
57644,20,annually,daily,3,0
57645,30,annually,monthly,28,0
57646,14,annually,monthly,7,0
57647,30,monthly,monthly,18,0
57648,8,annually,weekly,17,0
57649,6,annually,monthly,19,0
57650,31,monthly,daily,24,0
57651,7,monthly,monthly,24,0
57652,34,monthly,weekly,8,0
57653,20,annually,monthly,27,0
57654,30,monthly,daily,22,0
57655,3,annually,daily,13,0
57656,31,monthly,weekly,20,0
57657,4,annually,daily,3,0
57658,19,monthly,monthly,19,0
57659,7,monthly,weekly,22,0
57660,5,annually,weekly,24,0
57661,5,annually,daily,24,0
57662,10,annually,weekly,4,0
57663,20,annually,weekly,5,0
57664,24,annually,daily,16,0
57665,23,monthly,monthly,22,1
57666,16,monthly,daily,22,1
57667,30,annually,daily,22,0
57668,28,annually,monthly,14,0
57669,16,annually,daily,18,0
57670,23,monthly,monthly,17,0
57671,22,monthly,daily,17,0
57672,29,monthly,monthly,12,0
57673,17,monthly,daily,23,0
57674,11,monthly,monthly,21,0
57675,11,annually,monthly,6,0
57676,2,annually,weekly,29,0
57677,20,annually,weekly,15,0
57678,22,monthly,monthly,12,0
57679,13,monthly,daily,26,0
57680,12,monthly,daily,5,0
57681,11,monthly,daily,9,0
57682,26,annually,daily,7,0
57683,11,monthly,weekly,4,0
57684,23,monthly,daily,6,0
57685,28,annually,monthly,28,1
57686,27,monthly,monthly,20,0
57687,21,annually,monthly,29,0
57688,25,annually,weekly,12,1
57689,17,annually,daily,29,1
57690,23,monthly,daily,10,0
57691,8,annually,weekly,13,0
57692,31,monthly,monthly,27,1
57693,28,annually,weekly,14,0
57694,17,annually,monthly,5,0
57695,11,annually,daily,23,1
57696,7,annually,monthly,14,0
57697,23,monthly,daily,16,0
57698,32,monthly,daily,5,0
57699,28,monthly,weekly,16,0
57700,15,annually,weekly,15,1
57701,33,monthly,daily,25,0
57702,27,monthly,weekly,11,0
57703,19,monthly,weekly,21,1
57704,2,monthly,monthly,1,0
57705,8,monthly,weekly,20,0
57706,27,monthly,monthly,19,0
57707,34,monthly,monthly,6,0
57708,34,monthly,weekly,20,1
57709,6,annually,daily,14,1
57710,30,monthly,daily,14,0
57711,13,annually,monthly,23,0
57712,33,annually,weekly,7,0
57713,11,annually,monthly,21,0
57714,34,annually,weekly,7,0
57715,4,monthly,daily,9,0
57716,18,annually,weekly,0,0
57717,16,annually,weekly,0,0
57718,6,monthly,daily,5,0
57719,11,annually,monthly,4,0
57720,6,annually,weekly,27,0
57721,22,annually,monthly,20,0
57722,29,monthly,weekly,19,1
57723,34,monthly,daily,5,0
57724,1,monthly,weekly,23,1
57725,10,annually,weekly,12,0
57726,33,monthly,monthly,24,0
57727,35,annually,weekly,1,0
57728,14,annually,monthly,29,1
57729,30,annually,daily,17,0
57730,27,annually,weekly,11,0
57731,10,annually,monthly,25,0
57732,31,monthly,daily,8,1
57733,23,monthly,monthly,6,0
57734,15,annually,weekly,5,0
57735,21,monthly,daily,3,0
57736,17,monthly,daily,22,0
57737,5,monthly,daily,13,0
57738,9,annually,daily,12,1
57739,1,monthly,daily,14,1
57740,19,annually,weekly,17,0
57741,21,monthly,weekly,16,0
57742,14,monthly,weekly,9,0
57743,17,annually,weekly,25,1
57744,14,annually,daily,3,0
57745,28,annually,weekly,1,0
57746,19,monthly,daily,24,1
57747,5,annually,daily,8,0
57748,33,monthly,daily,26,0
57749,13,annually,daily,24,0
57750,33,monthly,weekly,20,1
57751,13,monthly,weekly,15,1
57752,3,annually,daily,19,0
57753,26,monthly,daily,10,0
57754,7,monthly,weekly,15,0
57755,32,annually,weekly,16,0
57756,31,monthly,weekly,11,0
57757,11,monthly,daily,20,0
57758,17,monthly,monthly,29,1
57759,23,monthly,daily,15,1
57760,1,annually,weekly,18,0
57761,14,annually,weekly,18,0
57762,4,monthly,monthly,26,1
57763,24,annually,daily,25,0
57764,3,annually,weekly,21,0
57765,6,annually,weekly,0,0
57766,4,monthly,weekly,27,0
57767,14,monthly,monthly,17,0
57768,30,monthly,daily,7,0
57769,27,annually,daily,7,0
57770,35,annually,weekly,17,0
57771,1,monthly,monthly,13,0
57772,28,monthly,weekly,9,0
57773,28,annually,daily,23,0
57774,16,monthly,daily,27,0
57775,4,monthly,monthly,29,0
57776,12,monthly,monthly,1,1
57777,11,monthly,monthly,25,1
57778,16,monthly,weekly,24,1
57779,9,monthly,weekly,16,1
57780,35,monthly,monthly,11,0
57781,23,annually,daily,21,0
57782,9,monthly,daily,26,1
57783,3,annually,weekly,5,0
57784,8,monthly,monthly,8,0
57785,35,annually,daily,0,0
57786,24,annually,weekly,23,0
57787,20,monthly,daily,8,0
57788,12,annually,monthly,9,1
57789,35,monthly,daily,12,0
57790,35,annually,monthly,5,0
57791,7,annually,weekly,0,0
57792,8,annually,monthly,14,1
57793,18,annually,weekly,14,0
57794,4,monthly,monthly,27,0
57795,15,annually,weekly,6,0
57796,18,annually,daily,8,0
57797,6,monthly,weekly,18,0
57798,13,annually,monthly,23,0
57799,20,monthly,daily,16,1
57800,4,annually,monthly,18,1
57801,15,monthly,weekly,14,0
57802,34,annually,weekly,20,0
57803,16,annually,daily,6,0
57804,30,annually,monthly,10,0
57805,27,annually,monthly,3,0
57806,31,monthly,monthly,3,0
57807,25,annually,daily,14,0
57808,18,annually,monthly,0,1
57809,26,annually,weekly,18,1
57810,8,annually,monthly,9,0
57811,9,monthly,weekly,2,0
57812,13,annually,weekly,19,0
57813,3,annually,daily,9,0
57814,17,monthly,weekly,25,0
57815,5,annually,weekly,17,0
57816,21,annually,weekly,28,0
57817,17,monthly,monthly,11,0
57818,34,annually,weekly,16,1
57819,14,annually,daily,26,0
57820,33,monthly,daily,22,0
57821,13,monthly,daily,14,1
57822,1,monthly,daily,28,0
57823,26,monthly,weekly,15,0
57824,6,annually,weekly,18,0
57825,27,monthly,weekly,22,0
57826,33,monthly,monthly,21,0
57827,33,annually,monthly,26,0
57828,21,annually,monthly,29,0
57829,20,annually,daily,7,0
57830,20,monthly,monthly,1,0
57831,20,annually,weekly,1,1
57832,31,annually,weekly,7,0
57833,14,monthly,monthly,21,0
57834,15,monthly,weekly,16,0
57835,11,annually,monthly,22,0
57836,26,monthly,weekly,6,1
57837,1,annually,monthly,15,0
57838,32,annually,daily,17,0
57839,31,annually,monthly,16,0
57840,25,monthly,weekly,12,0
57841,26,annually,weekly,7,0
57842,30,monthly,weekly,21,0
57843,16,annually,weekly,28,1
57844,13,monthly,daily,10,1
57845,6,monthly,weekly,8,1
57846,2,annually,weekly,12,1
57847,34,annually,weekly,9,0
57848,18,annually,daily,29,0
57849,10,monthly,daily,25,0
57850,1,monthly,daily,0,0
57851,29,annually,monthly,4,0
57852,18,monthly,daily,20,0
57853,6,monthly,weekly,15,0
57854,27,monthly,daily,17,0
57855,29,monthly,monthly,14,0
57856,24,annually,monthly,19,0
57857,18,annually,monthly,15,0
57858,11,annually,monthly,20,1
57859,8,monthly,weekly,24,0
57860,19,monthly,weekly,1,0
57861,26,annually,monthly,4,0
57862,5,monthly,daily,3,0
57863,26,monthly,daily,11,0
57864,11,monthly,weekly,15,0
57865,34,monthly,daily,4,1
57866,27,annually,daily,4,1
57867,29,monthly,monthly,22,0
57868,17,monthly,daily,12,0
57869,26,monthly,weekly,16,0
57870,20,annually,daily,6,0
57871,31,annually,monthly,5,0
57872,8,monthly,monthly,22,1
57873,1,annually,monthly,11,0
57874,29,monthly,daily,26,1
57875,11,monthly,monthly,15,1
57876,4,annually,monthly,11,0
57877,24,monthly,daily,20,1
57878,23,monthly,monthly,16,0
57879,18,annually,weekly,11,0
57880,15,annually,daily,20,0
57881,17,monthly,daily,14,0
57882,5,annually,weekly,16,0
57883,25,annually,monthly,8,0
57884,30,annually,weekly,20,0
57885,9,annually,monthly,11,0
57886,26,annually,weekly,25,0
57887,26,monthly,weekly,4,0
57888,10,annually,monthly,28,0
57889,17,monthly,daily,1,0
57890,30,monthly,weekly,8,0
57891,23,monthly,daily,11,0
57892,28,monthly,daily,26,0
57893,11,annually,weekly,8,1
57894,23,annually,weekly,21,0
57895,30,monthly,weekly,2,0
57896,27,monthly,daily,25,0
57897,6,annually,weekly,20,0
57898,20,monthly,weekly,6,0
57899,34,monthly,weekly,3,0
57900,31,annually,daily,3,0
57901,2,annually,monthly,5,0
57902,27,annually,weekly,17,0
57903,27,annually,daily,23,0
57904,13,monthly,daily,22,0
57905,22,monthly,monthly,11,0
57906,24,monthly,daily,5,0
57907,9,monthly,daily,2,0
57908,3,monthly,weekly,18,0
57909,17,monthly,daily,9,1
57910,23,monthly,daily,24,0
57911,2,monthly,daily,15,1
57912,7,annually,weekly,7,0
57913,4,annually,daily,27,0
57914,21,annually,monthly,13,0
57915,13,monthly,monthly,8,0
57916,17,monthly,monthly,11,0
57917,21,annually,weekly,23,0
57918,32,monthly,weekly,15,1
57919,30,monthly,daily,23,0
57920,28,annually,monthly,6,0
57921,19,monthly,monthly,15,0
57922,8,annually,daily,17,0
57923,14,monthly,weekly,28,0
57924,14,annually,weekly,28,0
57925,10,annually,daily,11,0
57926,7,annually,monthly,9,0
57927,15,annually,weekly,24,0
57928,9,monthly,monthly,28,1
57929,7,monthly,monthly,17,0
57930,4,monthly,monthly,18,0
57931,9,annually,monthly,11,0
57932,9,monthly,monthly,25,1
57933,21,annually,monthly,14,0
57934,28,annually,weekly,25,0
57935,7,monthly,monthly,27,0
57936,32,monthly,daily,23,0
57937,1,monthly,weekly,4,0
57938,7,monthly,daily,23,1
57939,25,annually,monthly,5,0
57940,28,monthly,monthly,29,1
57941,21,monthly,weekly,20,0
57942,11,monthly,weekly,3,0
57943,16,annually,daily,16,0
57944,14,monthly,daily,5,1
57945,16,annually,weekly,10,0
57946,22,annually,monthly,17,1
57947,25,annually,weekly,12,0
57948,30,monthly,daily,6,0
57949,13,annually,weekly,14,0
57950,10,annually,weekly,9,1
57951,32,annually,daily,6,0
57952,22,annually,monthly,29,0
57953,9,monthly,daily,22,1
57954,15,monthly,weekly,9,0
57955,35,monthly,daily,3,0
57956,6,annually,daily,21,0
57957,19,monthly,monthly,4,0
57958,23,annually,daily,12,0
57959,12,annually,weekly,8,0
57960,21,annually,daily,28,0
57961,28,annually,daily,18,1
57962,29,annually,monthly,9,0
57963,26,monthly,daily,29,1
57964,28,annually,monthly,12,0
57965,25,monthly,weekly,9,0
57966,33,annually,monthly,21,0
57967,24,annually,daily,18,0
57968,6,annually,daily,6,0
57969,17,annually,monthly,29,0
57970,12,monthly,monthly,12,1
57971,13,monthly,daily,6,0
57972,27,monthly,monthly,4,0
57973,5,annually,monthly,27,0
57974,22,monthly,daily,27,0
57975,19,monthly,monthly,3,1
57976,32,annually,daily,23,0
57977,17,annually,weekly,23,0
57978,10,annually,monthly,17,1
57979,22,monthly,weekly,26,0
57980,3,annually,weekly,14,0
57981,1,annually,weekly,8,0
57982,10,annually,daily,28,0
57983,22,monthly,monthly,12,0
57984,32,monthly,weekly,24,0
57985,15,annually,monthly,7,0
57986,15,annually,weekly,21,1
57987,4,annually,daily,0,0
57988,24,monthly,monthly,6,0
57989,10,annually,monthly,13,0
57990,14,monthly,monthly,6,0
57991,15,monthly,monthly,22,1
57992,8,monthly,daily,15,0
57993,30,annually,daily,19,1
57994,32,annually,monthly,19,0
57995,6,annually,weekly,0,0
57996,21,monthly,daily,2,0
57997,15,annually,weekly,21,1
57998,27,monthly,daily,15,0
57999,27,annually,daily,22,0
58000,17,annually,daily,16,0
58001,13,annually,daily,13,0
58002,23,annually,weekly,26,0
58003,10,monthly,daily,7,0
58004,16,annually,weekly,27,0
58005,2,annually,monthly,22,0
58006,14,annually,daily,13,0
58007,5,monthly,weekly,4,0
58008,15,monthly,daily,28,0
58009,24,annually,daily,25,1
58010,19,monthly,monthly,13,0
58011,31,annually,monthly,26,0
58012,33,monthly,daily,11,1
58013,35,monthly,daily,14,0
58014,10,annually,daily,12,1
58015,6,annually,weekly,13,0
58016,11,annually,weekly,22,0
58017,16,monthly,monthly,6,0
58018,10,monthly,monthly,8,0
58019,2,annually,daily,27,0
58020,19,monthly,weekly,25,0
58021,9,monthly,monthly,21,1
58022,8,monthly,weekly,12,0
58023,16,annually,daily,3,1
58024,1,annually,weekly,18,0
58025,9,annually,weekly,26,0
58026,35,monthly,monthly,20,0
58027,31,annually,monthly,16,0
58028,2,monthly,weekly,8,0
58029,15,annually,daily,12,0
58030,14,annually,weekly,24,0
58031,10,monthly,weekly,11,0
58032,33,annually,daily,24,0
58033,32,annually,weekly,8,0
58034,1,monthly,monthly,5,0
58035,15,annually,daily,24,0
58036,22,annually,monthly,8,1
58037,24,annually,weekly,22,0
58038,8,annually,daily,21,0
58039,16,monthly,daily,9,0
58040,9,monthly,monthly,21,0
58041,32,monthly,monthly,1,0
58042,2,monthly,daily,0,0
58043,29,annually,weekly,18,0
58044,28,monthly,weekly,24,0
58045,3,monthly,daily,21,0
58046,31,annually,monthly,28,0
58047,23,monthly,daily,26,0
58048,15,annually,monthly,2,0
58049,32,monthly,monthly,18,0
58050,35,annually,daily,5,0
58051,35,annually,daily,0,0
58052,21,annually,weekly,14,0
58053,23,monthly,daily,0,0
58054,26,annually,monthly,12,1
58055,19,monthly,weekly,25,0
58056,26,monthly,monthly,2,0
58057,19,annually,monthly,20,0
58058,33,annually,monthly,6,1
58059,20,annually,weekly,27,0
58060,10,annually,monthly,16,0
58061,9,annually,weekly,8,0
58062,32,annually,weekly,8,0
58063,12,annually,monthly,13,0
58064,10,monthly,monthly,0,0
58065,2,annually,monthly,15,0
58066,14,annually,weekly,21,1
58067,5,monthly,weekly,26,0
58068,31,annually,monthly,23,0
58069,24,monthly,monthly,0,0
58070,10,monthly,weekly,23,0
58071,11,monthly,daily,13,0
58072,20,annually,monthly,25,0
58073,4,monthly,monthly,2,1
58074,8,annually,daily,17,0
58075,5,monthly,daily,28,0
58076,35,monthly,daily,3,0
58077,8,annually,monthly,21,0
58078,4,monthly,weekly,18,0
58079,10,annually,monthly,13,0
58080,19,annually,daily,16,0
58081,18,annually,daily,21,0
58082,6,monthly,weekly,19,0
58083,11,monthly,monthly,18,0
58084,29,annually,monthly,14,0
58085,33,annually,weekly,5,0
58086,33,monthly,daily,28,1
58087,5,monthly,monthly,4,0
58088,8,annually,monthly,9,0
58089,11,monthly,weekly,27,0
58090,35,monthly,weekly,5,0
58091,23,annually,daily,28,0
58092,23,annually,daily,7,1
58093,13,monthly,weekly,6,1
58094,2,annually,daily,29,0
58095,17,annually,daily,7,1
58096,5,annually,monthly,11,0
58097,13,annually,monthly,16,0
58098,18,monthly,weekly,0,0
58099,10,monthly,daily,9,0
58100,11,annually,monthly,25,0
58101,6,monthly,monthly,20,0
58102,30,monthly,daily,2,0
58103,23,annually,daily,29,0
58104,19,monthly,weekly,22,0
58105,16,annually,monthly,10,0
58106,23,monthly,monthly,17,0
58107,20,annually,weekly,7,0
58108,4,annually,weekly,28,0
58109,33,monthly,daily,10,0
58110,15,monthly,weekly,9,0
58111,35,monthly,monthly,28,0
58112,8,annually,weekly,22,1
58113,6,monthly,weekly,27,1
58114,22,annually,daily,16,0
58115,25,annually,monthly,29,0
58116,23,monthly,monthly,10,0
58117,28,annually,daily,7,0
58118,25,monthly,daily,17,0
58119,13,monthly,monthly,23,0
58120,1,monthly,weekly,15,1
58121,33,annually,daily,3,1
58122,28,monthly,weekly,5,0
58123,35,monthly,daily,26,0
58124,23,monthly,weekly,13,0
58125,18,monthly,daily,20,0
58126,34,monthly,daily,11,1
58127,12,annually,daily,1,0
58128,10,annually,daily,0,0
58129,15,annually,daily,7,1
58130,30,monthly,weekly,3,0
58131,29,annually,weekly,8,0
58132,29,annually,daily,20,0
58133,34,annually,monthly,23,0
58134,17,monthly,weekly,19,0
58135,2,monthly,weekly,27,0
58136,32,monthly,monthly,6,0
58137,2,annually,weekly,7,0
58138,32,monthly,daily,1,1
58139,25,annually,weekly,9,0
58140,9,monthly,weekly,28,0
58141,4,annually,weekly,5,0
58142,24,annually,weekly,11,0
58143,7,monthly,monthly,10,0
58144,1,monthly,monthly,22,0
58145,28,annually,daily,28,0
58146,25,monthly,daily,14,0
58147,18,annually,daily,29,0
58148,2,annually,daily,10,0
58149,19,annually,monthly,3,1
58150,30,annually,monthly,26,0
58151,9,monthly,weekly,21,0
58152,24,annually,monthly,13,0
58153,2,annually,daily,17,0
58154,1,annually,daily,20,0
58155,21,annually,weekly,17,0
58156,10,monthly,daily,10,1
58157,7,monthly,daily,10,0
58158,8,annually,weekly,4,0
58159,24,annually,weekly,11,1
58160,28,monthly,weekly,28,0
58161,30,monthly,weekly,13,1
58162,10,monthly,weekly,5,1
58163,17,annually,weekly,14,0
58164,12,monthly,daily,24,0
58165,28,monthly,daily,29,0
58166,28,monthly,monthly,21,0
58167,22,annually,monthly,17,0
58168,2,annually,monthly,28,0
58169,11,monthly,weekly,0,0
58170,6,annually,monthly,12,1
58171,13,monthly,weekly,9,0
58172,13,annually,daily,25,0
58173,2,monthly,daily,18,0
58174,7,annually,weekly,19,0
58175,7,annually,monthly,13,0
58176,17,monthly,monthly,19,1
58177,20,monthly,weekly,19,1
58178,26,annually,monthly,23,0
58179,15,monthly,daily,26,0
58180,21,monthly,weekly,15,0
58181,14,annually,weekly,14,0
58182,3,annually,weekly,19,0
58183,9,monthly,monthly,3,0
58184,35,monthly,daily,20,0
58185,21,monthly,daily,21,1
58186,24,annually,daily,4,0
58187,35,annually,daily,26,0
58188,8,monthly,daily,11,0
58189,3,annually,daily,19,1
58190,11,monthly,monthly,13,0
58191,20,annually,monthly,6,0
58192,1,monthly,daily,10,0
58193,3,monthly,daily,22,0
58194,35,annually,daily,4,0
58195,1,monthly,daily,0,0
58196,33,monthly,weekly,9,0
58197,3,annually,weekly,16,0
58198,32,monthly,daily,27,0
58199,22,annually,monthly,9,0
58200,28,monthly,monthly,20,0
58201,7,monthly,monthly,14,0
58202,27,annually,weekly,28,0
58203,24,annually,monthly,6,1
58204,2,annually,monthly,25,1
58205,18,monthly,weekly,10,0
58206,22,monthly,weekly,0,0
58207,31,annually,weekly,2,0
58208,34,monthly,weekly,9,0
58209,6,monthly,daily,18,0
58210,5,annually,monthly,3,0
58211,15,annually,daily,18,0
58212,25,monthly,monthly,7,0
58213,27,monthly,daily,8,0
58214,23,monthly,daily,9,0
58215,29,annually,weekly,27,0
58216,2,annually,weekly,8,0
58217,11,annually,daily,3,0
58218,15,annually,weekly,22,0
58219,35,monthly,weekly,11,0
58220,32,monthly,monthly,10,0
58221,35,monthly,weekly,23,0
58222,30,monthly,monthly,21,0
58223,16,annually,daily,4,0
58224,21,annually,weekly,16,0
58225,13,annually,monthly,10,0
58226,22,annually,monthly,26,1
58227,27,monthly,monthly,16,0
58228,21,monthly,daily,3,1
58229,15,annually,monthly,20,0
58230,30,monthly,weekly,5,0
58231,20,monthly,daily,16,0
58232,8,annually,daily,4,0
58233,33,annually,weekly,29,0
58234,35,monthly,monthly,7,0
58235,1,annually,monthly,5,0
58236,15,monthly,daily,28,0
58237,14,monthly,daily,15,0
58238,10,annually,weekly,13,0
58239,11,monthly,weekly,4,0
58240,27,annually,monthly,25,0
58241,27,annually,daily,23,0
58242,14,monthly,monthly,26,0
58243,16,annually,monthly,27,0
58244,26,annually,weekly,22,0
58245,18,annually,monthly,25,0
58246,35,monthly,monthly,7,0
58247,27,monthly,weekly,15,0
58248,20,annually,monthly,9,1
58249,19,annually,weekly,9,0
58250,11,annually,daily,26,1
58251,5,annually,weekly,13,0
58252,21,monthly,daily,23,0
58253,12,monthly,monthly,19,0
58254,32,annually,daily,16,0
58255,35,monthly,daily,28,0
58256,35,monthly,monthly,16,0
58257,20,annually,monthly,20,1
58258,8,annually,monthly,13,0
58259,7,annually,daily,17,0
58260,2,monthly,daily,7,0
58261,5,monthly,monthly,29,0
58262,22,monthly,weekly,3,0
58263,18,annually,weekly,21,0
58264,13,monthly,daily,28,0
58265,29,monthly,monthly,3,1
58266,25,monthly,monthly,9,0
58267,24,annually,weekly,9,0
58268,10,monthly,weekly,25,0
58269,3,monthly,monthly,22,0
58270,11,annually,daily,15,0
58271,1,annually,monthly,29,1
58272,17,monthly,monthly,29,1
58273,8,monthly,weekly,28,0
58274,34,annually,monthly,9,0
58275,15,monthly,weekly,18,0
58276,14,annually,monthly,6,0
58277,30,annually,monthly,10,1
58278,22,monthly,monthly,3,0
58279,34,annually,weekly,12,0
58280,18,annually,monthly,22,0
58281,19,annually,daily,5,0
58282,5,annually,monthly,1,0
58283,3,monthly,daily,26,1
58284,4,annually,weekly,15,0
58285,9,annually,weekly,7,1
58286,26,monthly,weekly,11,0
58287,35,monthly,weekly,4,0
58288,31,monthly,daily,12,0
58289,18,annually,weekly,14,0
58290,14,annually,daily,18,0
58291,28,monthly,weekly,22,0
58292,29,annually,monthly,9,0
58293,31,annually,monthly,14,0
58294,11,annually,daily,7,0
58295,33,monthly,monthly,27,0
58296,30,monthly,weekly,26,0
58297,29,monthly,monthly,13,1
58298,21,monthly,monthly,25,0
58299,12,monthly,daily,23,0
58300,32,monthly,daily,26,0
58301,12,monthly,weekly,27,1
58302,1,annually,monthly,15,0
58303,7,annually,daily,16,0
58304,9,annually,daily,23,0
58305,30,annually,weekly,26,0
58306,7,annually,monthly,21,1
58307,7,monthly,daily,21,1
58308,29,monthly,weekly,26,0
58309,15,monthly,weekly,25,0
58310,19,annually,weekly,2,0
58311,27,annually,weekly,6,0
58312,5,annually,monthly,24,0
58313,5,monthly,monthly,0,1
58314,18,monthly,monthly,13,0
58315,32,monthly,monthly,26,1
58316,20,annually,daily,23,1
58317,29,monthly,daily,27,0
58318,15,monthly,monthly,15,0
58319,20,monthly,weekly,25,0
58320,28,annually,monthly,15,0
58321,8,monthly,monthly,20,0
58322,12,monthly,monthly,7,0
58323,6,monthly,daily,17,1
58324,19,monthly,monthly,19,0
58325,25,monthly,monthly,12,1
58326,1,monthly,monthly,29,0
58327,3,annually,weekly,6,0
58328,20,monthly,weekly,0,0
58329,22,monthly,weekly,9,0
58330,23,monthly,weekly,11,0
58331,9,monthly,weekly,21,0
58332,18,annually,daily,20,1
58333,30,annually,monthly,17,0
58334,1,monthly,daily,22,0
58335,34,monthly,monthly,24,1
58336,5,annually,monthly,6,0
58337,2,annually,daily,16,0
58338,22,monthly,daily,3,0
58339,33,annually,weekly,15,0
58340,28,annually,monthly,26,0
58341,35,annually,weekly,24,0
58342,22,annually,weekly,7,1
58343,13,annually,monthly,21,0
58344,35,monthly,daily,22,0
58345,5,monthly,daily,9,0
58346,10,monthly,monthly,15,0
58347,11,monthly,daily,14,0
58348,28,annually,daily,8,0
58349,23,annually,weekly,19,0
58350,29,annually,weekly,27,0
58351,25,annually,daily,1,0
58352,11,monthly,weekly,16,0
58353,22,annually,weekly,27,1
58354,31,annually,daily,2,0
58355,31,monthly,daily,2,0
58356,21,annually,daily,14,0
58357,1,monthly,weekly,6,0
58358,10,annually,monthly,7,1
58359,7,monthly,monthly,26,0
58360,6,annually,daily,18,1
58361,26,monthly,daily,25,0
58362,11,monthly,daily,17,0
58363,24,monthly,daily,11,0
58364,23,annually,weekly,14,0
58365,27,monthly,daily,3,0
58366,4,monthly,daily,29,0
58367,7,monthly,weekly,3,0
58368,29,monthly,weekly,18,0
58369,35,monthly,monthly,10,0
58370,11,monthly,weekly,19,0
58371,9,annually,monthly,5,0
58372,12,monthly,daily,26,0
58373,31,monthly,daily,22,0
58374,13,annually,monthly,27,1
58375,23,annually,monthly,9,0
58376,8,annually,weekly,12,0
58377,26,monthly,weekly,18,0
58378,30,monthly,weekly,13,0
58379,8,annually,monthly,6,0
58380,9,monthly,weekly,14,0
58381,10,monthly,daily,12,0
58382,33,annually,daily,20,0
58383,10,monthly,daily,21,0
58384,22,monthly,monthly,5,1
58385,2,annually,weekly,16,1
58386,23,monthly,weekly,26,0
58387,5,annually,daily,20,0
58388,3,monthly,daily,22,0
58389,3,monthly,monthly,19,0
58390,24,monthly,daily,6,0
58391,19,annually,monthly,15,1
58392,20,monthly,weekly,20,1
58393,4,monthly,weekly,5,0
58394,28,monthly,daily,7,0
58395,24,annually,weekly,28,0
58396,34,annually,monthly,1,1
58397,18,annually,daily,13,0
58398,33,monthly,weekly,5,0
58399,2,annually,daily,25,0
58400,25,annually,weekly,14,1
58401,12,annually,monthly,2,0
58402,27,monthly,monthly,21,0
58403,6,monthly,monthly,29,0
58404,24,monthly,daily,22,0
58405,14,monthly,daily,23,0
58406,4,annually,daily,10,0
58407,11,annually,monthly,21,0
58408,17,annually,monthly,13,0
58409,26,monthly,weekly,13,0
58410,5,monthly,weekly,25,1
58411,28,monthly,monthly,3,0
58412,8,monthly,monthly,22,1
58413,20,monthly,daily,12,1
58414,11,monthly,daily,11,0
58415,25,annually,monthly,26,0
58416,13,monthly,monthly,0,0
58417,10,annually,monthly,24,0
58418,28,annually,daily,9,0
58419,31,monthly,weekly,11,0
58420,32,annually,daily,23,0
58421,6,monthly,daily,22,0
58422,15,monthly,daily,24,1
58423,6,annually,weekly,29,0
58424,20,annually,monthly,11,0
58425,21,monthly,monthly,7,0
58426,7,annually,weekly,26,1
58427,12,monthly,daily,22,0
58428,20,annually,weekly,28,0
58429,22,annually,weekly,14,0
58430,28,annually,weekly,16,0
58431,29,monthly,weekly,2,0
58432,4,annually,monthly,9,1
58433,23,annually,daily,5,0
58434,7,annually,daily,17,0
58435,7,monthly,daily,21,0
58436,4,monthly,daily,5,0
58437,7,monthly,monthly,17,0
58438,35,monthly,weekly,12,0
58439,17,annually,monthly,3,0
58440,17,annually,weekly,15,0
58441,15,annually,daily,16,0
58442,2,monthly,monthly,29,0
58443,18,annually,weekly,13,0
58444,14,monthly,weekly,22,1
58445,13,annually,weekly,28,0
58446,4,annually,daily,25,0
58447,30,annually,monthly,7,0
58448,34,monthly,weekly,19,0
58449,24,annually,monthly,1,1
58450,3,annually,monthly,5,1
58451,33,annually,daily,19,0
58452,33,annually,weekly,19,0
58453,14,annually,weekly,20,1
58454,27,monthly,weekly,2,0
58455,9,annually,weekly,4,0
58456,1,monthly,weekly,2,1
58457,3,monthly,monthly,22,0
58458,28,monthly,daily,23,1
58459,12,annually,weekly,4,0
58460,30,monthly,weekly,4,1
58461,21,monthly,daily,27,0
58462,2,monthly,monthly,10,0
58463,19,annually,monthly,15,0
